same_categ,categ_kw_cosinesim,top_kw,TENCODED_Match_type,TENCODED_Net_id,TENCODED_Category,TENCODED_Country,TENCODED_Language,TENCODED_general_kw_class,TENCODED_Cluster_keyw,Ctr
0,0.7675801616097204,0,0.21167650153030304,0.23058799705668606,0.2143724292079208,0.2324673535518868,0.2111694572919897,0.2000442785,0.22191405123255814,0.132911392
0,0.7059537257445128,0,0.21167650153030304,0.23058799705668606,0.23743769709375,0.18536857725142855,0.2111694572919897,0.20675171498113207,0.15329618844736842,0.12962963
0,0.6964016597787034,0,0.21167650153030304,0.23058799705668606,0.19818522728767124,0.2324673535518868,0.2111694572919897,0.18051325449275363,0.2183617567142857,0.176470588
0,0.7367539085862104,0,0.21167650153030304,0.17054185172668812,0.27684686654545454,0.18536857725142855,0.2111694572919897,0.17219752712903227,0.14164939866666668,0.25
0,0.6623203849025022,1,0.21167650153030304,0.17054185172668812,0.2472581668245614,0.18536857725142855,0.2111694572919897,0.2705204412,0.22191405123255814,0.088607595
0,0.7702873452247427,0,0.21167650153030304,0.23058799705668606,0.17762608488118814,0.2324673535518868,0.2111694572919897,0.17006725683582088,0.26505608661627905,0.064285714
0,0.7236877697696661,0,0.21167650153030304,0.17054185172668812,0.2143724292079208,0.2324673535518868,0.2111694572919897,0.27921356185714286,0.26505608661627905,0.081395349
0,0.6718753151500741,0,0.21167650153030304,0.23058799705668606,0.2143724292079208,0.18536857725142855,0.2111694572919897,0.26498105671428573,0.26505608661627905,0.352941176
0,0.7678589788646256,1,0.21167650153030304,0.23058799705668606,0.17762608488118814,0.18536857725142855,0.2111694572919897,0.17006725683582088,0.13263073184285712,0.08
0,0.6545447038864465,0,0.21167650153030304,0.23058799705668606,0.2472581668245614,0.18536857725142855,0.2111694572919897,0.27921356185714286,0.31600667548571426,0.292682927
0,0.7093315400188797,1,0.21167650153030304,0.23058799705668606,0.32912848322727273,0.2324673535518868,0.2111694572919897,0.12506969199999998,0.23054372933333334,0.204545455
0,0.7573920226958267,1,0.21167650153030304,0.17054185172668812,0.17762608488118814,0.2324673535518868,0.2111694572919897,0.14878141654166666,0.13263073184285712,0.096491228
0,0.7892421212867778,0,0.21167650153030304,0.23058799705668606,0.17762608488118814,0.2324673535518868,0.2111694572919897,0.17006725683582088,0.2256267575348837,0.112903226
0,0.7275271309117654,0,0.21167650153030304,0.23058799705668606,0.1715402161617647,0.18536857725142855,0.2111694572919897,0.17219752712903227,0.1973140988918919,0.3
0,0.6839953426830211,0,0.21167650153030304,0.23058799705668606,0.2143724292079208,0.18536857725142855,0.2111694572919897,0.18051325449275363,0.20987923345714288,0.206349206
0,0.7592656541015091,0,0.21167650153030304,0.17054185172668812,0.17762608488118814,0.21439065741333335,0.21439065741333335,0.17006725683582088,0.1750890408243243,0.333333333
0,0.7258827399909192,1,0.21167650153030304,0.23058799705668606,0.17571589511842106,0.2324673535518868,0.2111694572919897,0.14878141654166666,0.2023441577638889,0.193548387
0,0.7732124808831115,0,0.21167650153030304,0.17054185172668812,0.17571589511842106,0.18536857725142855,0.2111694572919897,0.16430397279710143,0.15329618844736842,0.171428571
0,0.6958016721614894,1,0.21167650153030304,0.23058799705668606,0.18898323901851852,0.18536857725142855,0.2111694572919897,0.14878141654166666,0.2023441577638889,0.06741573
0,0.7368842906440208,0,0.21167650153030304,0.17054185172668812,0.2143724292079208,0.18536857725142855,0.2111694572919897,0.16430397279710143,0.2023441577638889,0.140625
0,0.7765147646523232,0,0.21167650153030304,0.17054185172668812,0.17762608488118814,0.2324673535518868,0.2111694572919897,0.17006725683582088,0.2183617567142857,0.193277311
0,0.7291132496170954,0,0.21167650153030304,0.23058799705668606,0.21739424761111112,0.2324673535518868,0.2111694572919897,0.22387479100000002,0.26505608661627905,0.434782609
0,0.7017148038868584,0,0.21167650153030304,0.17054185172668812,0.19818522728767124,0.21439065741333335,0.21439065741333335,0.17006725683582088,0.1750890408243243,0.079136691
